,OAR,OAR_PDDCA,Patient,VolDice,95HD,SurfDice
308,CHIASM,Chiasm,0522c0727,0.39593908190727234,7.280109889280518,2.3945281317758123
309,MAND,Mandible,0522c0727,0.8495157957077026,2.0,0.8367044862867516
310,LOPTIC,OpticNerve_L,0522c0727,0.4469820559024811,4.743559577416266,1.0030375630161819
311,ROPTIC,OpticNerve_R,0522c0727,0.45350733399391174,2.473011636398353,1.0339863983644948
312,LPAR,Parotid_L,0522c0727,0.8584816455841064,3.0,0.8710056561057408
313,RPAR,Parotid_R,0522c0727,0.8683214783668518,3.0,0.8082435940726553
314,BSTEM,BrainStem,0522c0746,0.8370829820632935,3.0,0.9945025683290754
315,CHIASM,Chiasm,0522c0746,,,
316,MAND,Mandible,0522c0746,0.8532308340072632,1.4142135623730951,0.6621136918570084
317,LOPTIC,OpticNerve_L,0522c0746,,,
318,ROPTIC,OpticNerve_R,0522c0746,,,
319,LPAR,Parotid_L,0522c0746,0.8624615669250488,2.9571067811865475,0.8691190806604201
320,RPAR,Parotid_R,0522c0746,0.7875178456306458,3.7416573867739413,1.4749405240819318
321,BSTEM,BrainStem,0522c0788,0.726621687412262,4.123105625617661,2.158133287620619
322,CHIASM,Chiasm,0522c0788,0.2713567912578583,7.681145747868608,2.623000090487253
323,MAND,Mandible,0522c0788,0.8263070583343506,2.0,0.8776189690099977
324,LOPTIC,OpticNerve_L,0522c0788,0.4498480260372162,3.361750787051399,1.0674011108713433
325,ROPTIC,OpticNerve_R,0522c0788,0.3827160596847534,3.637405746046743,1.179469020327915
326,LPAR,Parotid_L,0522c0788,0.810244083404541,3.2162991557338225,1.1927881679682266
327,RPAR,Parotid_R,0522c0788,0.8219931125640869,3.1622776601683795,1.2047538823522226
328,BSTEM,BrainStem,0522c0806,0.738457441329956,4.242640687119285,2.047693126900054
329,CHIASM,Chiasm,0522c0806,0.22962963581085205,9.46569224112572,3.180215572061101
330,MAND,Mandible,0522c0806,0.8123885989189148,3.0,1.121286715405588
331,LOPTIC,OpticNerve_L,0522c0806,0.39855942130088806,5.0990195135927845,1.161804675360705
332,ROPTIC,OpticNerve_R,0522c0806,0.3321123421192169,5.425918223488186,1.2042160426084958
333,LPAR,Parotid_L,0522c0806,0.8355371356010437,5.196152422706632,0.8518439483658958
334,RPAR,Parotid_R,0522c0806,0.8509312272071838,3.7416573867739413,0.874760783031751
335,BSTEM,BrainStem,0522c0845,0.7491706609725952,3.7416573867739413,1.9687384759663773
336,CHIASM,Chiasm,0522c0845,0.3253234624862671,5.0,1.800979065467853
337,MAND,Mandible,0522c0845,0.8184940814971924,1.4142135623730951,0.8536142733897812
338,LOPTIC,OpticNerve_L,0522c0845,0.46390169858932495,2.0,1.0084288958662302
339,ROPTIC,OpticNerve_R,0522c0845,0.3492063581943512,2.9449957473538535,1.2966075542026814
340,LPAR,Parotid_L,0522c0845,0.8713089227676392,3.0,0.8907915085823713
341,RPAR,Parotid_R,0522c0845,0.8562796115875244,3.0,0.9639542479544387
342,BSTEM,BrainStem,0522c0857,0.7853146195411682,3.1622776601683795,1.6389805386431955
343,CHIASM,Chiasm,0522c0857,0.2711864411830902,6.049657518178931,1.8431691257306457
344,MAND,Mandible,0522c0857,0.8645210862159729,1.4142135623730951,0.7161905221759202
345,LOPTIC,OpticNerve_L,0522c0857,0.43916913866996765,2.23606797749979,1.1175658430626245
346,ROPTIC,OpticNerve_R,0522c0857,0.4083769619464874,2.0,1.116252023062999
347,LPAR,Parotid_L,0522c0857,0.8709238767623901,3.1622776601683795,0.8541578593366292
348,RPAR,Parotid_R,0522c0857,0.8377194404602051,3.0,1.0571946579901788
349,BSTEM,BrainStem,0522c0878,0.7608076930046082,3.1622776601683795,1.876746432171636
350,CHIASM,Chiasm,0522c0878,0.2916666567325592,5.826632432429931,2.1293793578145497
351,MAND,Mandible,0522c0878,0.85821533203125,1.4142135623730951,0.6412283715261669
352,LOPTIC,OpticNerve_L,0522c0878,0.503496527671814,3.7076308589464535,0.8684975835854603
353,ROPTIC,OpticNerve_R,0522c0878,0.36720141768455505,2.23606797749979,1.1821572957237574
354,LPAR,Parotid_L,0522c0878,0.8539953231811523,2.8284271247461903,0.8029637166581636
355,RPAR,Parotid_R,0522c0878,0.8607674837112427,2.449489742783178,0.8707699805997959
